grid_id,churn_users,churn_prob,downgrade_users
49QGF-132-74-50,2,0.32,3
49QGF-133-74-50,10,0.35,17
49QGF-134-74-50,3,0.37,5
49QGF-135-74-50,5,0.38,6
49QGF-136-74-50,7,0.36,10
49QGF-43-75-50,1,0.08,1
49QGF-44-75-50,4,0.24,4
49QGF-45-75-50,7,0.29,11
49QGF-46-75-50,1,0.25,1
49QGF-47-75-50,1,0.3,1
49QGF-48-75-50,1,0.03,2
49QGF-51-75-50,2,0.06,3
49QGF-52-75-50,1,0.05,1
49QGF-53-75-50,1,0.09,1
49QGF-55-75-50,1,0.1,2
49QGF-56-75-50,1,0.04,1
49QGF-57-75-50,1,0.05,2
49QGF-59-75-50,3,0.12,4
49QGF-60-75-50,3,0.17,4
49QGF-61-75-50,2,0.09,3
49QGF-62-75-50,1,0.18,2
49QGF-63-75-50,7,0.27,7
49QGF-64-75-50,1,0.28,1
49QGF-65-75-50,3,0.24,5
49QGF-66-75-50,4,0.16,7
49QGF-67-75-50,9,0.33,14
49QGF-68-75-50,1,0.27,2
49QGF-69-75-50,5,0.22,5
49QGF-70-75-50,2,0.14,3
49QGF-71-75-50,5,0.28,7
49QGF-72-75-50,4,0.32,5
49QGF-73-75-50,6,0.27,11
49QGF-74-75-50,5,0.23,8
49QGF-75-75-50,5,0.23,6
49QGF-76-75-50,4,0.16,4
49QGF-77-75-50,1,0.24,1
49QGF-78-75-50,2,0.19,2
49QGF-79-75-50,4,0.19,6
49QGF-80-75-50,4,0.25,4
49QGF-81-75-50,5,0.2,7
49QGF-82-75-50,5,0.21,9
49QGF-83-75-50,6,0.21,6
49QGF-84-75-50,7,0.27,8
49QGF-85-75-50,2,0.24,3
49QGF-86-75-50,1,0.1,1
49QGF-87-75-50,5,0.35,8
49QGF-88-75-50,6,0.27,8
49QGF-89-75-50,2,0.18,2
49QGF-91-75-50,1,0.07,1
49QGF-93-75-50,1,0.07,2
49QGF-97-75-50,1,0.13,1
49QGF-100-75-50,4,0.15,6
49QGF-101-75-50,1,0.05,1
49QGF-102-75-50,2,0.11,2
49QGF-103-75-50,1,0.06,2
49QGF-105-75-50,1,0.06,1
49QGF-112-75-50,1,0.04,1
49QGF-113-75-50,1,0.03,1
49QGF-114-75-50,1,0.09,2
49QGF-115-75-50,8,0.41,12
49QGF-116-75-50,2,0.15,2
49QGF-117-75-50,3,0.24,4
49QGF-118-75-50,3,0.28,4
49QGF-119-75-50,7,0.25,7
49QGF-120-75-50,4,0.3,6
49QGF-121-75-50,3,0.24,3
49QGF-122-75-50,3,0.12,5
49QGF-123-75-50,7,0.28,10
49QGF-124-75-50,3,0.13,4
49QGF-125-75-50,8,0.32,13
49QGF-126-75-50,3,0.18,5
49QGF-127-75-50,9,0.38,9
49QGF-128-75-50,9,0.29,10
49QGF-129-75-50,2,0.16,2
49QGF-130-75-50,3,0.21,4
49QGF-131-75-50,1,0.29,2
49QGF-132-75-50,7,0.36,7
49QGF-133-75-50,2,0.3,3
49QGF-134-75-50,10,0.39,14
49QGF-135-75-50,11,0.4,13
49QGF-136-75-50,10,0.42,16
49QGF-43-76-50,3,0.23,4
49QGF-44-76-50,3,0.21,4
49QGF-45-76-50,4,0.36,6
49QGF-46-76-50,3,0.2,3
49QGF-47-76-50,1,0.27,1
49QGF-48-76-50,1,0.06,1
49QGF-49-76-50,1,0.08,1
49QGF-50-76-50,1,0.06,1
49QGF-56-76-50,1,0.07,1
49QGF-57-76-50,1,0.05,2
49QGF-58-76-50,2,0.09,2
49QGF-59-76-50,3,0.2,4
49QGF-60-76-50,2,0.07,2
49QGF-61-76-50,1,0.29,1
49QGF-62-76-50,3,0.28,4
49QGF-63-76-50,1,0.27,2
49QGF-64-76-50,1,0.23,2
49QGF-65-76-50,1,0.14,2
49QGF-66-76-50,3,0.26,4
49QGF-67-76-50,2,0.29,3
49QGF-68-76-50,1,0.25,2
49QGF-69-76-50,4,0.13,7
49QGF-70-76-50,3,0.26,5
49QGF-71-76-50,4,0.3,7
49QGF-72-76-50,3,0.29,4
49QGF-73-76-50,2,0.29,3
49QGF-74-76-50,6,0.23,8
49QGF-75-76-50,2,0.31,2
49QGF-76-76-50,2,0.21,2
49QGF-77-76-50,4,0.3,4
49QGF-78-76-50,3,0.27,4
49QGF-79-76-50,7,0.29,12
49QGF-80-76-50,2,0.29,3
49QGF-81-76-50,4,0.2,5
49QGF-82-76-50,5,0.2,7
49QGF-83-76-50,2,0.23,3
49QGF-84-76-50,3,0.32,3
49QGF-85-76-50,7,0.33,7
49QGF-86-76-50,5,0.35,9
49QGF-87-76-50,2,0.21,3
49QGF-88-76-50,1,0.1,2
49QGF-89-76-50,4,0.3,5
49QGF-90-76-50,1,0.23,2
49QGF-91-76-50,2,0.06,2
49QGF-92-76-50,1,0.04,1
49QGF-95-76-50,2,0.09,3
49QGF-98-76-50,1,0.05,2
49QGF-103-76-50,1,0.05,1
49QGF-104-76-50,1,0.02,2
49QGF-109-76-50,2,0.07,3
49QGF-110-76-50,1,0.05,2
49QGF-111-76-50,1,0.07,1
49QGF-113-76-50,1,0.06,1
49QGF-114-76-50,2,0.07,3
49QGF-115-76-50,7,0.33,10
49QGF-116-76-50,8,0.31,12
49QGF-117-76-50,2,0.28,3
49QGF-118-76-50,4,0.32,6
49QGF-119-76-50,3,0.3,4
49QGF-120-76-50,8,0.28,13
49QGF-121-76-50,4,0.34,7
49QGF-122-76-50,1,0.14,2
49QGF-123-76-50,3,0.26,4
49QGF-124-76-50,2,0.22,3
49QGF-125-76-50,3,0.4,4
49QGF-126-76-50,12,0.42,14
49QGF-127-76-50,9,0.34,10
49QGF-128-76-50,3,0.39,5
49QGF-129-76-50,7,0.28,8
49QGF-130-76-50,5,0.29,8
49QGF-131-76-50,4,0.27,7
49QGF-132-76-50,8,0.35,11
49QGF-133-76-50,11,0.46,17
49QGF-134-76-50,2,0.27,3
49QGF-135-76-50,5,0.33,8
49QGF-136-76-50,8,0.33,8
49QGF-43-77-50,2,0.16,3
49QGF-44-77-50,1,0.27,1
49QGF-45-77-50,5,0.23,8
49QGF-46-77-50,3,0.24,5
49QGF-47-77-50,9,0.33,14
49QGF-48-77-50,1,0.05,2
49QGF-53-77-50,4,0.19,5
49QGF-57-77-50,3,0.13,4
49QGF-58-77-50,1,0.08,2
49QGF-59-77-50,1,0.03,2
49QGF-60-77-50,4,0.17,5
49QGF-61-77-50,2,0.21,3
49QGF-62-77-50,3,0.16,5
49QGF-63-77-50,6,0.27,9
49QGF-64-77-50,2,0.1,2
49QGF-65-77-50,2,0.25,2
49QGF-66-77-50,4,0.26,5
49QGF-67-77-50,1,0.11,1
49QGF-68-77-50,3,0.22,4
49QGF-69-77-50,7,0.26,13
49QGF-70-77-50,5,0.28,7
49QGF-71-77-50,5,0.25,5
49QGF-72-77-50,1,0.25,1
49QGF-73-77-50,6,0.27,7
49QGF-74-77-50,5,0.24,6
49QGF-75-77-50,6,0.27,8
49QGF-76-77-50,5,0.21,8
49QGF-77-77-50,5,0.27,9
49QGF-78-77-50,3,0.28,5
49QGF-79-77-50,2,0.29,3
49QGF-80-77-50,1,0.27,2
49QGF-81-77-50,5,0.28,5
49QGF-82-77-50,7,0.28,11
49QGF-83-77-50,1,0.32,1
49QGF-84-77-50,5,0.27,7
49QGF-85-77-50,2,0.29,3
49QGF-86-77-50,5,0.32,6
49QGF-87-77-50,6,0.23,11
49QGF-88-77-50,2,0.24,3
49QGF-89-77-50,5,0.24,5
49QGF-90-77-50,1,0.09,2
49QGF-91-77-50,5,0.25,6
49QGF-92-77-50,1,0.07,2
49QGF-94-77-50,1,0.15,1
49QGF-96-77-50,2,0.09,2
49QGF-97-77-50,2,0.14,2
49QGF-98-77-50,1,0.07,2
49QGF-100-77-50,2,0.1,3
49QGF-104-77-50,1,0.05,2
49QGF-109-77-50,1,0.05,1
49QGF-112-77-50,2,0.06,2
49QGF-113-77-50,1,0.04,2
49QGF-115-77-50,5,0.33,8
49QGF-116-77-50,7,0.29,8
49QGF-117-77-50,1,0.15,1
49QGF-118-77-50,1,0.14,2
49QGF-119-77-50,11,0.36,14
49QGF-120-77-50,5,0.19,8
49QGF-121-77-50,4,0.41,4
49QGF-122-77-50,1,0.24,1
49QGF-123-77-50,9,0.33,15
49QGF-125-77-50,13,0.42,18
49QGF-126-77-50,3,0.28,5
49QGF-127-77-50,10,0.34,17
49QGF-128-77-50,6,0.39,9
49QGF-129-77-50,4,0.47,5
49QGF-130-77-50,10,0.37,12
49QGF-131-77-50,1,0.34,2
49QGF-132-77-50,3,0.11,3
49QGF-133-77-50,2,0.43,3
49QGF-134-77-50,4,0.37,5
49QGF-135-77-50,9,0.39,16
49QGF-136-77-50,8,0.42,12
49QGF-43-78-50,1,0.11,1
49QGF-44-78-50,1,0.15,2
49QGF-45-78-50,2,0.06,2
49QGF-46-78-50,3,0.1,4
49QGF-49-78-50,1,0.2,2
49QGF-51-78-50,2,0.06,3
49QGF-52-78-50,1,0.03,2
49QGF-53-78-50,1,0.09,1
49QGF-55-78-50,1,0.07,2
49QGF-56-78-50,3,0.11,5
49QGF-57-78-50,1,0.1,1
49QGF-59-78-50,2,0.07,3
49QGF-60-78-50,1,0.09,1
49QGF-61-78-50,5,0.2,7
49QGF-62-78-50,1,0.08,1
49QGF-63-78-50,1,0.25,1
49QGF-64-78-50,6,0.26,8
49QGF-65-78-50,5,0.23,7
49QGF-66-78-50,2,0.22,3
49QGF-67-78-50,4,0.16,5
49QGF-68-78-50,7,0.31,12
49QGF-69-78-50,3,0.28,5
49QGF-70-78-50,6,0.28,6
49QGF-71-78-50,2,0.21,2
49QGF-72-78-50,3,0.2,3
49QGF-73-78-50,5,0.26,7
49QGF-74-78-50,5,0.23,5
49QGF-75-78-50,1,0.21,1
49QGF-76-78-50,6,0.19,8
49QGF-77-78-50,2,0.23,3
49QGF-78-78-50,1,0.25,1
49QGF-79-78-50,5,0.26,7
49QGF-80-78-50,2,0.15,3
49QGF-81-78-50,1,0.41,1
49QGF-82-78-50,2,0.29,2
49QGF-83-78-50,3,0.29,5
49QGF-84-78-50,1,0.22,2
49QGF-85-78-50,2,0.29,2
49QGF-86-78-50,3,0.28,3
49QGF-87-78-50,7,0.27,8
49QGF-88-78-50,6,0.26,9
49QGF-89-78-50,7,0.24,7
49QGF-90-78-50,5,0.21,5
49QGF-91-78-50,2,0.3,2
49QGF-92-78-50,1,0.28,1
49QGF-96-78-50,2,0.08,4
49QGF-97-78-50,1,0.06,1
49QGF-100-78-50,2,0.09,2
49QGF-101-78-50,1,0.06,1
49QGF-102-78-50,1,0.09,2
49QGF-104-78-50,1,0.04,2
49QGF-106-78-50,1,0.03,1
49QGF-108-78-50,1,0.06,2
49QGF-110-78-50,2,0.07,2
49QGF-111-78-50,2,0.13,3
49QGF-114-78-50,1,0.04,1
49QGF-115-78-50,3,0.24,3
49QGF-116-78-50,3,0.25,5
49QGF-117-78-50,3,0.1,4
49QGF-118-78-50,3,0.16,3
49QGF-119-78-50,5,0.31,5
49QGF-120-78-50,2,0.08,3
49QGF-121-78-50,8,0.31,12
49QGF-122-78-50,10,0.39,12
49QGF-123-78-50,10,0.35,12
49QGF-124-78-50,1,0.23,2
49QGF-125-78-50,4,0.21,6
49QGF-126-78-50,2,0.35,3
49QGF-127-78-50,6,0.3,10
49QGF-128-78-50,7,0.46,12
49QGF-129-78-50,2,0.15,2
49QGF-130-78-50,3,0.29,5
49QGF-131-78-50,4,0.3,5
49QGF-132-78-50,7,0.4,12
49QGF-133-78-50,5,0.26,7
49QGF-134-78-50,8,0.29,14
49QGF-135-78-50,3,0.22,4
49QGF-136-78-50,8,0.29,10
49QGF-45-79-50,5,0.17,6
49QGF-47-79-50,2,0.12,3
49QGF-48-79-50,2,0.17,3
49QGF-50-79-50,4,0.19,6
49QGF-51-79-50,3,0.12,4
49QGF-53-79-50,1,0.04,1
49QGF-54-79-50,3,0.19,4
49QGF-56-79-50,1,0.07,1
49QGF-57-79-50,4,0.14,6
49QGF-58-79-50,1,0.04,2
49QGF-61-79-50,1,0.22,1
49QGF-62-79-50,2,0.28,3
49QGF-63-79-50,2,0.08,2
49QGF-64-79-50,3,0.23,4
49QGF-65-79-50,6,0.21,9
49QGF-66-79-50,2,0.07,2
49QGF-67-79-50,2,0.11,3
49QGF-68-79-50,5,0.31,8
49QGF-69-79-50,6,0.28,7
49QGF-70-79-50,7,0.26,8
49QGF-71-79-50,3,0.18,4
49QGF-72-79-50,4,0.31,7
49QGF-73-79-50,6,0.24,7
49QGF-74-79-50,8,0.27,11
49QGF-75-79-50,5,0.33,6
49QGF-76-79-50,5,0.31,5
49QGF-77-79-50,6,0.21,9
49QGF-78-79-50,5,0.24,8
49QGF-79-79-50,2,0.08,3
49QGF-80-79-50,2,0.34,3
49QGF-81-79-50,4,0.29,5
49QGF-82-79-50,7,0.29,11
49QGF-83-79-50,4,0.26,6
49QGF-84-79-50,1,0.2,1
49QGF-85-79-50,5,0.16,5
49QGF-86-79-50,9,0.34,11
49QGF-87-79-50,7,0.29,10
49QGF-88-79-50,5,0.18,5
49QGF-89-79-50,4,0.14,7
49QGF-90-79-50,3,0.22,3
49QGF-91-79-50,7,0.29,12
49QGF-92-79-50,3,0.13,4
49QGF-94-79-50,3,0.09,5
49QGF-97-79-50,1,0.03,1
49QGF-98-79-50,3,0.17,4
49QGF-99-79-50,1,0.04,1
49QGF-101-79-50,1,0.03,2
49QGF-105-79-50,1,0.07,1
49QGF-110-79-50,1,0.04,2
49QGF-111-79-50,1,0.14,1
49QGF-112-79-50,1,0.06,1
49QGF-115-79-50,2,0.3,3
49QGF-116-79-50,2,0.39,3
49QGF-117-79-50,1,0.35,2
49QGF-118-79-50,3,0.2,4
49QGF-119-79-50,4,0.26,5
49QGF-120-79-50,3,0.31,5
49QGF-121-79-50,5,0.18,7
49QGF-122-79-50,4,0.22,7
49QGF-123-79-50,10,0.43,13
49QGF-124-79-50,1,0.22,2
49QGF-125-79-50,5,0.28,7
49QGF-126-79-50,1,0.09,1
49QGF-127-79-50,9,0.35,15
49QGF-128-79-50,5,0.27,8
49QGF-129-79-50,10,0.33,10
49QGF-130-79-50,4,0.47,5
49QGF-131-79-50,1,0.29,2
49QGF-132-79-50,2,0.14,2
49QGF-133-79-50,1,0.31,1
49QGF-134-79-50,1,0.27,1
49QGF-135-79-50,5,0.39,6
49QGF-136-79-50,3,0.3,4
49QGF-43-80-50,3,0.17,3
49QGF-44-80-50,1,0.09,2
49QGF-45-80-50,4,0.13,7
49QGF-46-80-50,1,0.15,1
49QGF-47-80-50,2,0.13,3
49QGF-48-80-50,1,0.1,1
49QGF-49-80-50,1,0.03,1
49QGF-50-80-50,1,0.09,2
49QGF-51-80-50,2,0.12,2
49QGF-53-80-50,2,0.08,3
49QGF-54-80-50,3,0.14,5
49QGF-55-80-50,1,0.05,1
49QGF-56-80-50,1,0.06,1
49QGF-57-80-50,2,0.08,2
49QGF-58-80-50,3,0.1,4
49QGF-59-80-50,1,0.11,1
49QGF-60-80-50,1,0.05,1
49QGF-61-80-50,1,0.14,2
49QGF-62-80-50,4,0.34,5
49QGF-63-80-50,2,0.13,2
49QGF-64-80-50,2,0.24,2
49QGF-65-80-50,8,0.31,8
49QGF-66-80-50,4,0.29,7
49QGF-67-80-50,5,0.31,6
49QGF-68-80-50,7,0.32,12
49QGF-69-80-50,1,0.3,1
49QGF-70-80-50,7,0.29,7
49QGF-71-80-50,2,0.3,4
49QGF-72-80-50,5,0.23,7
49QGF-73-80-50,6,0.25,7
49QGF-74-80-50,3,0.3,4
49QGF-75-80-50,6,0.31,6
49QGF-76-80-50,5,0.23,7
49QGF-77-80-50,1,0.24,1
49QGF-78-80-50,1,0.21,1
49QGF-79-80-50,1,0.28,1
49QGF-80-80-50,4,0.3,5
49QGF-81-80-50,4,0.14,6
49QGF-82-80-50,6,0.23,10
49QGF-83-80-50,8,0.31,14
49QGF-84-80-50,1,0.22,1
49QGF-85-80-50,4,0.23,5
49QGF-86-80-50,3,0.15,4
49QGF-87-80-50,1,0.2,1
49QGF-88-80-50,5,0.24,5
49QGF-89-80-50,4,0.18,7
49QGF-90-80-50,4,0.26,6
49QGF-91-80-50,3,0.29,4
49QGF-92-80-50,6,0.32,11
49QGF-93-80-50,1,0.07,2
49QGF-94-80-50,1,0.03,1
49QGF-95-80-50,1,0.09,1
49QGF-96-80-50,1,0.06,2
49QGF-98-80-50,1,0.05,1
49QGF-99-80-50,1,0.06,2
49QGF-100-80-50,1,0.05,1
49QGF-102-80-50,1,0.04,1
49QGF-104-80-50,1,0.06,2
49QGF-107-80-50,1,0.05,2
49QGF-108-80-50,1,0.05,2
49QGF-110-80-50,2,0.09,2
49QGF-112-80-50,1,0.06,2
49QGF-115-80-50,4,0.31,6
49QGF-116-80-50,4,0.34,5
49QGF-117-80-50,3,0.19,4
49QGF-118-80-50,2,0.12,2
49QGF-119-80-50,7,0.37,8
49QGF-120-80-50,7,0.25,10
49QGF-121-80-50,4,0.31,6
49QGF-122-80-50,3,0.21,4
49QGF-123-80-50,7,0.38,11
49QGF-124-80-50,6,0.3,10
49QGF-125-80-50,7,0.26,8
49QGF-126-80-50,1,0.48,1
49QGF-127-80-50,7,0.31,9
49QGF-128-80-50,3,0.19,5
49QGF-129-80-50,1,0.32,1
49QGF-130-80-50,5,0.32,8
49QGF-131-80-50,7,0.42,12
49QGF-132-80-50,6,0.38,7
49QGF-133-80-50,7,0.3,12
49QGF-134-80-50,4,0.13,7
49QGF-135-80-50,2,0.16,2
49QGF-136-80-50,10,0.4,18
49QGF-43-81-50,4,0.16,7
49QGF-44-81-50,2,0.23,3
49QGF-46-81-50,2,0.07,2
49QGF-49-81-50,2,0.15,3
49QGF-50-81-50,1,0.03,2
49QGF-51-81-50,1,0.07,1
49QGF-52-81-50,1,0.04,1
49QGF-53-81-50,1,0.05,1
49QGF-54-81-50,1,0.07,2
49QGF-55-81-50,1,0.05,1
49QGF-57-81-50,1,0.07,2
49QGF-58-81-50,2,0.09,3
49QGF-59-81-50,1,0.04,2
49QGF-61-81-50,1,0.11,2
49QGF-62-81-50,6,0.24,7
49QGF-63-81-50,8,0.28,14
49QGF-64-81-50,6,0.21,7
49QGF-65-81-50,1,0.17,2
49QGF-66-81-50,9,0.31,10
49QGF-67-81-50,6,0.31,8
49QGF-68-81-50,1,0.27,1
49QGF-69-81-50,5,0.25,6
49QGF-70-81-50,1,0.29,1
49QGF-71-81-50,3,0.23,3
49QGF-72-81-50,5,0.21,6
49QGF-73-81-50,6,0.27,11
49QGF-74-81-50,3,0.29,4
49QGF-75-81-50,1,0.27,2
49QGF-76-81-50,1,0.31,1
49QGF-77-81-50,4,0.2,7
49QGF-78-81-50,6,0.31,10
49QGF-79-81-50,3,0.3,4
49QGF-80-81-50,6,0.25,6
49QGF-81-81-50,1,0.29,2
49QGF-82-81-50,2,0.24,3
49QGF-83-81-50,4,0.23,6
49QGF-84-81-50,7,0.24,8
49QGF-85-81-50,5,0.25,7
49QGF-86-81-50,9,0.29,12
49QGF-87-81-50,6,0.24,6
49QGF-88-81-50,6,0.27,6
49QGF-89-81-50,2,0.22,3
49QGF-90-81-50,1,0.26,2
49QGF-91-81-50,6,0.21,6
49QGF-92-81-50,1,0.23,2
49QGF-95-81-50,5,0.18,6
49QGF-96-81-50,1,0.06,2
49QGF-97-81-50,1,0.07,2
49QGF-101-81-50,1,0.07,1
49QGF-103-81-50,2,0.08,3
49QGF-104-81-50,1,0.03,1
49QGF-105-81-50,2,0.12,3
49QGF-106-81-50,1,0.09,1
49QGF-108-81-50,1,0.04,2
49QGF-110-81-50,1,0.07,2
49QGF-111-81-50,2,0.07,2
49QGF-113-81-50,3,0.2,5
49QGF-115-81-50,2,0.14,3
49QGF-116-81-50,9,0.29,14
49QGF-117-81-50,2,0.11,3
49QGF-118-81-50,4,0.32,4
49QGF-119-81-50,1,0.12,1
49QGF-120-81-50,7,0.25,7
49QGF-121-81-50,3,0.12,5
49QGF-123-81-50,9,0.3,10
49QGF-124-81-50,4,0.29,5
49QGF-125-81-50,2,0.15,3
49QGF-126-81-50,2,0.35,2
49QGF-127-81-50,3,0.1,5
49QGF-128-81-50,2,0.41,2
49QGF-129-81-50,1,0.35,1
49QGF-130-81-50,4,0.3,7
49QGF-131-81-50,3,0.23,4
49QGF-132-81-50,7,0.3,9
49QGF-133-81-50,5,0.29,7
49QGF-134-81-50,1,0.34,1
49QGF-135-81-50,8,0.33,13
49QGF-136-81-50,6,0.27,10
49QGF-43-82-50,1,0.06,1
49QGF-46-82-50,2,0.09,2
49QGF-49-82-50,1,0.04,1
49QGF-50-82-50,1,0.35,2
49QGF-51-82-50,1,0.04,1
49QGF-52-82-50,1,0.07,1
49QGF-53-82-50,1,0.05,1
49QGF-55-82-50,1,0.06,1
49QGF-59-82-50,1,0.03,1
49QGF-60-82-50,1,0.1,1
49QGF-62-82-50,2,0.14,3
49QGF-63-82-50,2,0.12,2
49QGF-65-82-50,2,0.09,2
49QGF-66-82-50,2,0.1,2
49QGF-67-82-50,1,0.08,1
49QGF-68-82-50,2,0.09,3
49QGF-69-82-50,2,0.07,3
49QGF-70-82-50,1,0.03,2
49QGF-71-82-50,3,0.12,4
49QGF-72-82-50,10,0.43,18
49QGF-73-82-50,7,0.28,11
49QGF-74-82-50,8,0.31,12
49QGF-75-82-50,8,0.33,9
49QGF-76-82-50,3,0.26,5
49QGF-77-82-50,6,0.3,10
49QGF-78-82-50,4,0.23,6
49QGF-79-82-50,6,0.22,9
49QGF-80-82-50,3,0.28,4
49QGF-81-82-50,3,0.14,4
49QGF-82-82-50,2,0.16,3
49QGF-83-82-50,3,0.15,4
49QGF-84-82-50,5,0.16,9
49QGF-86-82-50,2,0.14,2
49QGF-87-82-50,2,0.29,3
49QGF-88-82-50,1,0.04,1
49QGF-89-82-50,5,0.25,6
49QGF-90-82-50,1,0.1,1
49QGF-91-82-50,1,0.18,2
49QGF-92-82-50,3,0.09,5
49QGF-93-82-50,5,0.28,6
49QGF-96-82-50,1,0.05,1
49QGF-97-82-50,1,0.03,2
49QGF-100-82-50,1,0.03,2
49QGF-101-82-50,1,0.04,1
49QGF-102-82-50,2,0.12,3
49QGF-105-82-50,2,0.18,3
49QGF-106-82-50,1,0.1,1
49QGF-108-82-50,1,0.02,1
49QGF-110-82-50,4,0.14,7
49QGF-115-82-50,4,0.21,5
49QGF-117-82-50,7,0.24,8
49QGF-118-82-50,3,0.41,4
49QGF-119-82-50,6,0.37,10
49QGF-120-82-50,5,0.27,6
49QGF-122-82-50,1,0.09,2
49QGF-123-82-50,2,0.31,2
49QGF-124-82-50,12,0.43,18
49QGF-125-82-50,2,0.12,3
49QGF-126-82-50,1,0.38,2
49QGF-127-82-50,4,0.29,5
49QGF-128-82-50,2,0.22,3
49QGF-129-82-50,6,0.23,9
49QGF-130-82-50,5,0.19,6
49QGF-131-82-50,4,0.17,6
49QGF-132-82-50,2,0.23,3
49QGF-133-82-50,3,0.23,5
49QGF-134-82-50,12,0.48,17
49QGF-135-82-50,3,0.12,3
49QGF-136-82-50,4,0.3,7
49QGF-43-83-50,6,0.2,10
49QGF-45-83-50,1,0.05,2
49QGF-46-83-50,1,0.05,1
49QGF-47-83-50,1,0.04,2
49QGF-48-83-50,1,0.15,1
49QGF-49-83-50,1,0.11,1
49QGF-50-83-50,1,0.03,2
49QGF-51-83-50,1,0.04,1
49QGF-53-83-50,2,0.09,3
49QGF-55-83-50,6,0.2,8
49QGF-58-83-50,1,0.03,2
49QGF-60-83-50,3,0.11,5
49QGF-61-83-50,1,0.08,2
49QGF-63-83-50,1,0.03,1
49QGF-64-83-50,2,0.1,3
49QGF-65-83-50,1,0.04,1
49QGF-67-83-50,1,0.05,1
49QGF-68-83-50,1,0.07,2
49QGF-69-83-50,2,0.09,2
49QGF-70-83-50,1,0.07,1
49QGF-72-83-50,2,0.08,2
49QGF-74-83-50,1,0.03,1
49QGF-76-83-50,1,0.11,1
49QGF-77-83-50,7,0.32,8
49QGF-79-83-50,9,0.33,12
49QGF-80-83-50,8,0.31,8
49QGF-81-83-50,6,0.26,7
49QGF-82-83-50,3,0.28,5
49QGF-83-83-50,3,0.21,4
49QGF-84-83-50,1,0.16,1
49QGF-85-83-50,4,0.26,4
49QGF-86-83-50,3,0.21,4
49QGF-87-83-50,6,0.43,10
49QGF-88-83-50,1,0.11,1
49QGF-89-83-50,3,0.14,5
49QGF-90-83-50,6,0.37,10
49QGF-91-83-50,6,0.27,10
49QGF-92-83-50,3,0.12,3
49QGF-93-83-50,8,0.3,10
49QGF-94-83-50,6,0.31,7
49QGF-95-83-50,5,0.33,6
49QGF-96-83-50,2,0.15,2
49QGF-97-83-50,5,0.28,6
49QGF-98-83-50,1,0.05,1
49QGF-99-83-50,1,0.04,1
49QGF-101-83-50,2,0.11,3
49QGF-102-83-50,1,0.05,2
49QGF-104-83-50,1,0.04,2
49QGF-105-83-50,1,0.05,1
49QGF-106-83-50,1,0.12,1
49QGF-108-83-50,1,0.02,1
49QGF-109-83-50,1,0.08,1
49QGF-110-83-50,6,0.21,9
49QGF-112-83-50,2,0.1,3
49QGF-113-83-50,1,0.03,1
49QGF-116-83-50,1,0.07,1
49QGF-117-83-50,4,0.13,6
49QGF-118-83-50,10,0.39,12
49QGF-119-83-50,1,0.15,1
49QGF-120-83-50,9,0.41,11
49QGF-121-83-50,8,0.44,11
49QGF-122-83-50,2,0.41,3
49QGF-123-83-50,4,0.26,5
49QGF-124-83-50,8,0.34,11
49QGF-125-83-50,3,0.3,5
49QGF-126-83-50,4,0.22,6
49QGF-127-83-50,5,0.36,7
49QGF-128-83-50,8,0.39,10
49QGF-129-83-50,3,0.14,5
49QGF-130-83-50,4,0.17,5
49QGF-131-83-50,3,0.19,5
49QGF-132-83-50,4,0.14,7
49QGF-133-83-50,3,0.26,5
49QGF-134-83-50,2,0.12,2
49QGF-135-83-50,2,0.22,2
49QGF-136-83-50,4,0.16,5
49QGF-43-84-50,1,0.15,2
49QGF-44-84-50,4,0.14,7
49QGF-45-84-50,2,0.15,2
49QGF-46-84-50,2,0.13,3
49QGF-47-84-50,1,0.07,1
49QGF-48-84-50,3,0.11,4
49QGF-49-84-50,2,0.06,3
49QGF-50-84-50,2,0.13,3
49QGF-52-84-50,1,0.05,1
49QGF-53-84-50,1,0.08,1
49QGF-54-84-50,1,0.14,1
49QGF-60-84-50,1,0.04,1
49QGF-63-84-50,1,0.07,1
49QGF-67-84-50,1,0.04,1
49QGF-68-84-50,1,0.13,2
49QGF-69-84-50,1,0.05,1
49QGF-70-84-50,1,0.08,1
49QGF-71-84-50,1,0.1,2
49QGF-73-84-50,1,0.06,2
49QGF-76-84-50,1,0.06,1
49QGF-77-84-50,3,0.29,3
49QGF-78-84-50,2,0.3,4
49QGF-79-84-50,6,0.3,8
49QGF-80-84-50,1,0.26,1
49QGF-81-84-50,1,0.14,1
49QGF-82-84-50,3,0.11,4
49QGF-83-84-50,1,0.17,1
49QGF-85-84-50,2,0.09,2
49QGF-86-84-50,2,0.15,3
49QGF-87-84-50,3,0.1,4
49QGF-88-84-50,5,0.21,6
49QGF-89-84-50,2,0.09,3
49QGF-90-84-50,1,0.16,1
49QGF-91-84-50,3,0.2,4
49QGF-92-84-50,2,0.14,2
49QGF-93-84-50,5,0.34,8
49QGF-94-84-50,5,0.26,7
49QGF-95-84-50,1,0.28,1
49QGF-96-84-50,3,0.12,4
49QGF-97-84-50,2,0.3,2
49QGF-98-84-50,3,0.16,4
49QGF-99-84-50,2,0.12,2
49QGF-100-84-50,6,0.34,9
49QGF-101-84-50,3,0.25,5
49QGF-102-84-50,7,0.3,7
49QGF-103-84-50,1,0.05,1
49QGF-104-84-50,1,0.04,1
